X,CH1,CH2,CH3,CH4,Start,Increment,
Sequence,Volt,Volt,Volt,Volt,-3.000000e-05,5.000000e-08
0,-8.00e-02,-1.36e-01,-4.80e-02,-8.00e-03,
1,-2.40e-01,-1.68e-01,-3.20e-02,0.00e+00,
2,-1.60e-01,-1.60e-01,-4.80e-02,0.00e+00,
3,-4.00e-01,-2.00e-01,-3.20e-02,1.60e-02,
4,-4.00e-01,-2.00e-01,-4.00e-02,8.00e-03,
5,-3.20e-01,-2.32e-01,-2.40e-02,3.20e-02,
6,-4.80e-01,-2.32e-01,-3.20e-02,2.40e-02,
7,-3.20e-01,-2.64e-01,-1.60e-02,4.00e-02,
8,-4.80e-01,-2.64e-01,-2.40e-02,3.20e-02,
9,-6.40e-01,-3.04e-01,-1.60e-02,4.80e-02,
10,-5.60e-01,-2.96e-01,-1.60e-02,4.80e-02,
11,-6.40e-01,-3.28e-01,0.00e+00,6.40e-02,
12,-5.60e-01,-3.28e-01,-8.00e-03,5.60e-02,
13,-7.20e-01,-3.60e-01,8.00e-03,8.00e-02,
14,-6.40e-01,-3.52e-01,8.00e-03,7.20e-02,
15,-7.20e-01,-3.76e-01,0.00e+00,8.80e-02,
16,-6.40e-01,-3.68e-01,0.00e+00,8.00e-02,
17,-8.80e-01,-3.92e-01,1.60e-02,9.60e-02,
18,-8.00e-01,-3.92e-01,8.00e-03,9.60e-02,
19,-8.80e-01,-4.08e-01,1.60e-02,1.12e-01,
20,-8.00e-01,-4.08e-01,8.00e-03,1.04e-01,
21,-8.80e-01,-4.00e-01,1.60e-02,1.20e-01,
22,-8.80e-01,-4.16e-01,1.60e-02,1.12e-01,
23,-8.00e-01,-4.00e-01,8.00e-03,1.28e-01,
24,-8.00e-01,-4.00e-01,8.00e-03,1.20e-01,
25,-8.80e-01,-3.76e-01,1.60e-02,1.36e-01,
26,-8.80e-01,-3.76e-01,1.60e-02,1.28e-01,
27,-6.40e-01,-3.44e-01,0.00e+00,1.44e-01,
28,-8.00e-01,-3.44e-01,0.00e+00,1.44e-01,
29,-6.40e-01,-3.20e-01,8.00e-03,1.44e-01,
30,-7.20e-01,-3.12e-01,8.00e-03,1.44e-01,
31,-5.60e-01,-2.80e-01,0.00e+00,1.44e-01,
32,-5.60e-01,-2.80e-01,0.00e+00,1.44e-01,
33,-7.20e-01,-2.40e-01,8.00e-03,1.60e-01,
34,-6.40e-01,-2.40e-01,0.00e+00,1.44e-01,
35,-4.00e-01,-2.00e-01,-8.00e-03,1.60e-01,
36,-4.80e-01,-2.00e-01,-8.00e-03,1.44e-01,
37,-4.00e-01,-1.52e-01,-8.00e-03,1.60e-01,
38,-4.80e-01,-1.52e-01,0.00e+00,1.44e-01,
39,-3.20e-01,-1.12e-01,-1.60e-02,1.44e-01,
40,-4.00e-01,-1.20e-01,-8.00e-03,1.44e-01,
41,-1.60e-01,-8.00e-02,-2.40e-02,1.44e-01,
42,-2.40e-01,-8.00e-02,-2.40e-02,1.44e-01,
43,-1.60e-01,-4.00e-02,-1.60e-02,1.28e-01,
44,-2.40e-01,-4.00e-02,-1.60e-02,1.36e-01,
45,-8.00e-02,-8.00e-03,-2.40e-02,1.20e-01,
46,-8.00e-02,-1.60e-02,-1.60e-02,1.28e-01,
47,-1.60e-01,2.40e-02,-2.40e-02,1.12e-01,
48,-1.60e-01,2.40e-02,-1.60e-02,1.20e-01,
49,8.00e-02,5.60e-02,-2.40e-02,1.04e-01,
50,0.00e+00,5.60e-02,-1.60e-02,1.12e-01,
51,8.00e-02,8.00e-02,-2.40e-02,9.60e-02,
52,0.00e+00,7.20e-02,-1.60e-02,9.60e-02,
53,1.60e-01,1.04e-01,-2.40e-02,8.00e-02,
54,8.00e-02,1.04e-01,-1.60e-02,8.80e-02,
55,1.60e-01,1.28e-01,-2.40e-02,7.20e-02,
56,8.00e-02,1.20e-01,-2.40e-02,8.00e-02,
57,1.60e-01,1.36e-01,-1.60e-02,6.40e-02,
58,1.60e-01,1.36e-01,-1.60e-02,7.20e-02,
59,8.00e-02,1.52e-01,-2.40e-02,5.60e-02,
60,8.00e-02,1.52e-01,-1.60e-02,5.60e-02,
